_id,expediente,pueblo,scall_col,territorial,fecha_instalacion,capacidad,alcaldia,colonia_datos,latitud,longitud
8764,1164-GAVIJO-IZA-22,NO APLICA,BARRIO SANTA BARBARA,ATLALILCO AXOMULCO,2022-08-15T00:00:00,2500,IZTAPALAPA,SANTA BARBARA (BARR) II,19.363762,-99.102651
8765,6439-ROPRVE-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-08-20T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.191495,-99.006652
8766,6440-NAPEMI-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,2022-08-09T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.185498,-99.018004
8767,2574-REORMA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-07-25T00:00:00,2500,TLALPAN,SAN MIGUEL AJUSCO (PBLO),19.226803,-99.208276
8768,6441-RUSASI-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-09-26T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.190298,-99.007077
8769,6445-SACANE-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,2022-10-13T00:00:00,1100,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.188223,-99.018695
8770,6447-FLGOVI-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,2022-08-11T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.187892,-99.019438
8771,2576-ESGUNA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-08-20T00:00:00,2500,TLALPAN,SAN MIGUEL AJUSCO (PBLO),19.225645,-99.208682
8772,6448-REGAMI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-18T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.202386,-99.007265
8773,6451-LAQULU-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,2022-09-12T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.18718,-99.014976
8774,6452-FLCRAR-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-09-06T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.192189,-99.003375
8775,6453-NAMAMA-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-08-17T00:00:00,1100,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.192745,-99.003565
8776,2578-ORAVNO-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,2022-09-01T00:00:00,2500,TLALPAN,LA MAGDALENA PETLACALCO (PBLO),19.236887,-99.179466
8777,6454-SAGOJO-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-29T00:00:00,1100,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.196216,-99.015034
8778,6455-DEOLRU-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-07-30T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.193241,-99.007979
8779,2579-AVOVOL-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,2022-08-05T00:00:00,2500,TLALPAN,LA MAGDALENA PETLACALCO (PBLO),19.234507,-99.182817
8780,6456-SACAMA-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,2022-11-25T00:00:00,2500,MILPA ALTA,SAN SALVADOR CUAUHTENCO (PBLO),19.194901,-99.09446
8781,6458-VAVICI-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-09-12T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.199177,-99.009199
8782,2581-HEPOOS-TLN-22,PUEBLO SAN MIGUEL XICALCO,NO APLICA,NO APLICA,2022-09-15T00:00:00,2500,TLALPAN,SAN MIGUEL  XICALCO (PBLO),19.237151,-99.161766
8783,6459-VAHIAG-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-09-02T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.199369,-99.009312
8784,6460-ALBEJU-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,2022-08-22T00:00:00,2500,MILPA ALTA,SANTA ANA TLACOTENCO (PBLO),19.174235,-98.997364
8785,2582-MAAMPA-TLN-22,PUEBLO SAN MIGUEL XICALCO,NO APLICA,NO APLICA,2022-08-12T00:00:00,2500,TLALPAN,SAN MIGUEL  XICALCO (PBLO),19.232372,-99.161805
8786,1166-VAGUCA-IZA-22,NO APLICA,PUEBLO SANTIAGO ACAHUALTEPEC,TEOTONGO ACAHUALTEPC,2022-09-05T00:00:00,2500,IZTAPALAPA,SANTIAGO ACAHUALTEPEC (PBLO),19.354135,-99.005815
8787,6461-SANASA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-27T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200472,-99.002337
8788,2583-DOHEPA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-09-06T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.222706,-99.20686
8789,935-GAVIMA-GUO-22,NO APLICA,CUCHILLA DEL TESORO,NO APLICA,2022-07-14T00:00:00,2500,GUSTAVO A. MADERO,CUCHILLA DEL TESORO,19.449961,-99.055077
8790,6462-PENAYU-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-10T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200927,-99.007098
8791,936-HEVIPA-GUO-22,NO APLICA,CUCHILLA DEL TESORO,NO APLICA,2022-07-21T00:00:00,2500,GUSTAVO A. MADERO,CUCHILLA DEL TESORO,19.44842,-99.059388
8792,937-VIESIS-GUO-22,NO APLICA,CUCHILLA DEL TESORO,NO APLICA,2022-07-14T00:00:00,1100,GUSTAVO A. MADERO,CUCHILLA DEL TESORO,19.447992,-99.058141
8793,6463-SANIMI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-20T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.20097,-99.003688
8794,938-ROLELI-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,2022-07-28T00:00:00,1100,GUSTAVO A. MADERO,SAN FELIPE DE JESUS I,19.497035,-99.068339
8795,940-GARONE-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,2022-07-23T00:00:00,1100,GUSTAVO A. MADERO,SAN FELIPE DE JESUS I,19.49843,-99.066216
8796,944-ESOVEU-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,2022-07-19T00:00:00,2500,GUSTAVO A. MADERO,SAN FELIPE DE JESUS IV,19.49376,-99.067574
8797,945-TORABE-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,2022-07-23T00:00:00,1100,GUSTAVO A. MADERO,SAN FELIPE DE JESUS I,19.499161,-99.069839
8798,946-VAROMA-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,2022-07-27T00:00:00,1100,GUSTAVO A. MADERO,SAN FELIPE DE JESUS I,19.498163,-99.066397
8799,947-LOESMA-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,2022-08-31T00:00:00,1100,GUSTAVO A. MADERO,SAN FELIPE DE JESUS I,19.493611,-99.067434
8800,948-ESOLMA-GUO-22,NO APLICA,SAN FELIPE DE JESUS,NO APLICA,2022-07-19T00:00:00,1100,GUSTAVO A. MADERO,SAN FELIPE DE JESUS I,19.497174,-99.069491
8801,6464-PEVAMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-09-10T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200463,-99.002354
8802,6465-PAPOEU-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-09-13T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200614,-99.00397
8803,2585-ALESAN-TLN-22,NO APLICA,VALLE VERDE,NO APLICA,2022-09-19T00:00:00,2500,TLALPAN,VALLE VERDE,19.247116,-99.141944
8804,2586-TAMOBE-TLN-22,NO APLICA,ZACATON,NO APLICA,2022-09-14T00:00:00,2500,TLALPAN,EL ZACATON,19.267673,-99.245452
8805,2587-PETEBL-TLN-22,NO APLICA,PRIMAVERA,NO APLICA,2022-09-03T00:00:00,1100,TLALPAN,LA PRIMAVERA,19.268606,-99.201344
8806,2590-SACOJE-TLN-22,NO APLICA,BOSQUES DE TEPEXIMILPA-AHI,NO APLICA,2022-09-10T00:00:00,1100,TLALPAN,BOSQUE DE TEPEXIMILPA,19.276716,-99.191268
8807,6467-PEROMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-27T00:00:00,1100,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200203,-99.005158
8808,6468-PEMUOL-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-09-02T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.198314,-99.000595
8809,2591-SOGOJU-TLN-22,NO APLICA,BOSQUES DE TEPEXIMILPA-AHI,NO APLICA,2022-09-10T00:00:00,2500,TLALPAN,BOSQUE DE TEPEXIMILPA,19.278951,-99.192043
8810,6469-MOROAN-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-08-04T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.189814,-99.004259
8811,2592-DIOLOS-TLN-22,NO APLICA,ATOCPA,NO APLICA,2022-09-21T00:00:00,2500,TLALPAN,ATOCPA SUR,19.255066,-99.187001
8812,2593-FLONMA-TLN-22,NO APLICA,ZACATON,NO APLICA,2022-09-22T00:00:00,2500,TLALPAN,EL ZACATON,19.269643,-99.242247
8814,6470-ESCAVI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-31T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200441,-99.002315
8815,2595-ALFLRO-TLN-22,NO APLICA,PRIMAVERA,NO APLICA,2022-09-03T00:00:00,1100,TLALPAN,LA PRIMAVERA,19.267974,-99.202255
8816,2596-COLUAN-TLN-22,NO APLICA,CHICHICASPATL,NO APLICA,2022-09-08T00:00:00,1100,TLALPAN,CHICHICASPATL,19.277078,-99.24352
8817,6471-PIZACE-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-27T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.198389,-99.002875
8818,2599-LOLOCL-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-08-04T00:00:00,1100,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.21459,-99.197899
8819,2600-FLMAMA-TLN-22,NO APLICA,PEDREGAL DE SAN NICOLAS 5A SECCION,NO APLICA,2022-09-26T00:00:00,1100,TLALPAN,PEDREGAL DE SN NICOLAS 4A SECC I,19.27429,-99.240204
8820,6474-RUMONI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-27T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.201824,-99.005429
8821,2603-HEGOMO-TLN-22,NO APLICA,CHICHICASPATL,NO APLICA,2022-07-16T00:00:00,1100,TLALPAN,CHICHICASPATL,19.277016,-99.243409
8822,6475-ESGUES-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-30T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.203079,-99.007558
8823,2604-ROPEJE-TLN-22,NO APLICA,CHICHICASPATL,NO APLICA,2022-10-28T00:00:00,2500,TLALPAN,CHICHICASPATL,19.27684,-99.243347
8824,2605-NAMOSA-TLN-22,NO APLICA,VERANO,NO APLICA,2022-08-25T00:00:00,2500,TLALPAN,VERANO,19.265567,-99.201711
8825,6477-GUSOCE-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,2022-08-24T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.191537,-99.018309
8826,2606-GUCOLA-TLN-22,NO APLICA,CHICHICASPATL,NO APLICA,2022-09-08T00:00:00,1100,TLALPAN,PEDREGAL DE SN NICOLAS 4A SECC I,19.273803,-99.242047
8827,2607-GAMOVE-TLN-22,NO APLICA,PRIMAVERA,NO APLICA,2022-09-03T00:00:00,2500,TLALPAN,LA PRIMAVERA,19.267007,-99.199613
8828,6478-PEVIAL-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-24T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.201567,-99.00552
8829,6479-GAPEAD-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-09-02T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.19831,-99.00059
8830,2609-MIJUNA-TLN-22,NO APLICA,LOMAS DE PADIERNA SUR,NO APLICA,2022-10-08T00:00:00,1100,TLALPAN,LOMAS ALTAS DE PADIERNA SUR,19.271535,-99.22443
8831,6482-GAROAN-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-26T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200958,-99.010063
8832,6483-ROMARA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-16T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200852,-99.003719
8833,2610-MOFLAD-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,2022-09-13T00:00:00,2500,TLALPAN,SAN MIGUEL AJUSCO (PBLO),19.222418,-99.201519
8834,6484-GAJILE-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-08-18T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.190691,-99.007519
8835,6485-BACRLA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-08T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.199096,-99.018871
8836,6486-GAJILU-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-09-23T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.190501,-99.007672
8837,6488-HEOCMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-23T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.199511,-99.005297
8838,6489-ARROHI-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-23T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.200397,-99.00424
8839,2611-ALCAAD-TLN-22,NO APLICA,MESA DE LOS HORNOS,NO APLICA,2022-11-09T00:00:00,2500,TLALPAN,"MESA LOS HORNOS, TEXCALTENCO",19.273494,-99.18295
8840,6490-PEALMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-06T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.19849,-99.005236
8841,2612-PAFUAL-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,2022-08-23T00:00:00,2500,TLALPAN,SAN ANDRES TOTOLTEPEC (PBLO),19.243644,-99.175361
8842,6493-PEVIAZ-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-19T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.201567,-99.00552
8843,6494-MAMOBE-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-09-02T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.193433,-99.011495
8844,6495-ALCOMA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-09-14T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.201595,-99.005527
8845,6496-GOREED-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-07-25T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.19448,-99.01095
8846,2614-LOHEJO-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-09-09T00:00:00,1100,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.21464,-99.197899
8847,1167-NUMEEM-IZA-22,NO APLICA,PUEBLO SANTIAGO ACAHUALTEPEC,TEOTONGO ACAHUALTEPC,2022-08-17T00:00:00,2500,IZTAPALAPA,1A AMPLIACION SANTIAGO ACAHUALTEPEC,19.352825,-99.005818
8848,6500-ACOLER-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-08-15T00:00:00,1100,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.195686,-99.010741
8850,6501-GOTOSA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,2022-08-27T00:00:00,2500,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),19.199968,-99.003775
8851,2616-ROPEMA-TLN-22,NO APLICA,CHICHICASPATL,NO APLICA,2022-10-28T00:00:00,2500,TLALPAN,CHICHICASPATL,19.27684,-99.243347
8852,6502-JIHELO-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-17T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.198111,-99.018996
8853,6503-AUZALU-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-19T00:00:00,1100,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.195203,-99.020264
8854,6504-FLJIMA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-09-10T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.186692,-98.993223
8855,2617-BRGAAR-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,2022-08-16T00:00:00,1100,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.220777,-99.204467
8856,2618-COMAMA-TLN-22,NO APLICA,CHICHICASPATL,NO APLICA,2022-09-08T00:00:00,1100,TLALPAN,PEDREGAL DE SN NICOLAS 4A SECC I,19.273803,-99.242047
8857,6505-ALREOL-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-08-26T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.195896,-99.010715
8858,2619-MASUAS-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,2022-07-28T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.218406,-99.205498
8859,6507-SAENHO-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-09T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.198624,-99.017903
8860,6508-CAMEJO-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,2022-08-22T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.193956,-99.032363
8861,6509-CACAJU-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,2022-07-27T00:00:00,2500,MILPA ALTA,SANTA ANA TLACOTENCO (PBLO),19.179979,-98.997754
8862,2621-CAESCA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,2022-08-04T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.220325,-99.202613
8863,6510-ROLORE-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,2022-08-06T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.187532,-99.014701
8864,2622-CAGODI-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-07-19T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.21743,-99.208412
8865,1168-PEROSA-IZA-22,NO APLICA,SANTA MARTHA ACATITLA SUR,ACATITLA DE ZARAGOZA,2022-09-23T00:00:00,2500,IZTAPALAPA,SANTA MARTHA ACATITLA,19.366933,-99.01269
8866,6511-PEAMMA-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-08-29T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.194136,-99.011123
8867,2623-FLURSA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,2022-07-18T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.212759,-99.200026
8868,6512-RAPEPE-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-08-18T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.197137,-99.010052
8869,6513-ZAABYA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-09-22T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.186891,-98.993165
8870,2624-ZUAGVE-TLN-22,NO APLICA,CHICHICASPATL,NO APLICA,2022-09-26T00:00:00,1100,TLALPAN,CHICHICASPATL,19.277839,-99.242818
8871,6515-CAJIFR-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-08-15T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.191218,-99.005036
8872,6516-COJAAN-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-08-13T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.186375,-98.99277
8873,6517-XXVILE-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-08-25T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.191492,-99.006181
8874,6519-MALOYA-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-08-19T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.197661,-99.009929
8875,6520-CAGUUB-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,2022-10-24T00:00:00,2500,MILPA ALTA,SANTA ANA TLACOTENCO (PBLO),19.176432,-98.996939
8876,2626-DIMOCE-TLN-22,PUEBLO SAN MIGUEL XICALCO,-,NO APLICA,2022-09-15T00:00:00,2500,TLALPAN,SAN MIGUEL  XICALCO (PBLO),19.232463,-99.170447
8877,6522-GAVIGR-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-13T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.196094,-99.020899
8878,1169-PEMOEF-IZA-22,NO APLICA,SANTA MARTHA ACATITLA SUR,ACATITLA DE ZARAGOZA,2022-09-27T00:00:00,1100,IZTAPALAPA,SANTA MARTHA ACATITLA,19.366997,-99.012803
8879,6523-ROGODE-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-08-31T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.196408,-99.011177
8880,6525-PEORED-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,2022-07-05T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.187931,-99.029699
8881,6526-ABALRO-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-08-17T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.187144,-98.994771
8882,6527-PEMAQU-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,2022-08-18T00:00:00,2500,MILPA ALTA,SAN AGUSTIN OHTENCO (PBLO),19.19666,-99.009976
8883,6528-GOLAMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,2022-08-05T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.187559,-99.028885
8884,6529-MOGAES-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-08-13T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.191311,-99.006809
8885,2628-RECODE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,2022-07-28T00:00:00,2500,TLALPAN,SANTO TOMAS AJUSCO (PBLO),19.220391,-99.225191
8886,6534-GOAULE-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-09-07T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.195469,-99.02084
8887,6535-ALMODA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-08-13T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.200937,-99.017621
8888,6537-HECAMA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-09-09T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.193427,-99.019677
8889,2629-RAESEL-TLN-22,PUEBLO SAN MIGUEL XICALCO,-,NO APLICA,2022-08-12T00:00:00,2500,TLALPAN,SAN MIGUEL  XICALCO (PBLO),19.232571,-99.163609
8890,1171-SAJAMA-IZA-22,NO APLICA,PUEBLO DE SAN LORENZO XICOTENCATL,ACATITLA DE ZARAGOZA,2022-09-20T00:00:00,2500,IZTAPALAPA,SAN LORENZO XICOTENCATL (PBLO),19.384891,-99.028207
8891,6538-RUBEMA-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,2022-08-09T00:00:00,2500,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.190787,-99.006295
8892,6539-ORCHKA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,2022-08-20T00:00:00,2500,MILPA ALTA,SAN JUAN TEPENAHUAC (PBLO),19.188829,-98.995371
8893,6540-ROHEMI-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,2022-09-10T00:00:00,2500,MILPA ALTA,VILLA MILPA ALTA (PBLO),19.193394,-99.019335
