nombre,domicilio,colonia,alcaldia,latitud,longitud
PREESCOLAR GENERAL - TIERRA Y LIBERTAD,"J.ROSAS, AGUSTIN LARA Y PONIENTE NO 10, SAN JOSE , DELEGACION TLAHUAC, MEXICO DF.",SAN JOSE,TLAHUAC,19.27670587885,-98.99613050957
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - SUIZA,"ESFUERZO 36, SANTA URSULA COAPA, DELEGACION COYOACAN, MEXICO DF.",SANTA URSULA COAPA (PBLO),COYOACAN,19.31212999990714,-99.1441860000746
LICENCIATURA EN EDUCACION ESPECIAL (CURSO ORDINARIO) - ESCUELA NORMAL DE ESPECIALIZACION,"CAMPOS ELISEOS NO 467, POLANCO REFORMA, DELEGACION MIGUEL HIDALGO, MEXICO DF..",NA,NA,NA,NA
PRIMARIA GENERAL - CENTRO ESCOLAR MEXICO,"DANIEL CABRERA NO 21, PENSIL, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
PRIMARIA GENERAL - AQUILES SERDAN,"CALZ PANTEON CIVIL 18, AMERICA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
PRIMARIA GENERAL - ESTADO DE GUERRERO,"LAGOS ONTARIO Y WINNIPEG, LEGARIA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
PRIMARIA GENERAL - FRAY MELCHOR DE TALAMANTES,"FERR DE CINTURA S/N Y LECUMBERRI, MORELOS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",PENITENCIARIA (AMPL),VENUSTIANO CARRANZA,19.437306711366,-99.12126856814
PREESCOLAR GENERAL - TLAHUIZ,"PROLONGACION AQUILES SERDAN S/N, SANTIAGO TEPALCATLAPAN, DELEGACION XOCHIMILCO, MEXICO DF.",SANTIAGO TEPALCATLALPAN (PBLO),XOCHIMILCO,19.24787000837,-99.12272598652
PRIMARIA GENERAL - DR. EPIFANIO JIMENEZ AVILA,"LOS CERILLOS 2DA SECC, SANTIAGO TULYEHUALCO 2A SECCION, DELEGACION XOCHIMILCO, MEXICO DF.",LOS CERRILLOS II,XOCHIMILCO,19.24394531827,-99.01770479473
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - EMILIO ROSENBLUETH,"AV. INT. POL. NAL. 3600 Y PROLONGACION, SAN PEDRO ZACATENCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA LAGUNA TICOMAN (BARR),GUSTAVO A. MADERO,19.50941499998,-99.12649100002
PRIMARIA GENERAL - LA PRENSA,"CONSTANTINO Y DONIZZETI, VALLEJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",VALLEJO II,GUSTAVO A. MADERO,19.46619508009,-99.12963193911
PRIMARIA GENERAL - DR. CAYETANO ANDRADE,"FRAY JUAN DE PADILLA Y 5 DE MAYO, VASCO DE QUIROGA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",VASCO DE QUIROGA,GUSTAVO A. MADERO,19.49848100582,-99.0929591077
PRIMARIA GENERAL - PROFR. FEDERICO HERRERA MARTINEZ,"DONATELO NO 49, MIXCOAC, DELEGACION BENITO JUAREZ, MEXICO DF..",INSURGENTES MIXCOAC,BENITO JUAREZ,19.37480116581811,-99.18560951792664
PRIMARIA GENERAL - ENRIQUE AGUILAR GONZALEZ,"AV MEXICO 68 S/N Y LIBERTAD, PEDREGAL DE CARRASCO, DELEGACION COYOACAN, MEXICO DF.",VILLA PANAMERICANA 7MA. SECCIN (U HAB),COYOACAN,19.30541332346083,-99.16906817648928
PRIMARIA GENERAL - REPUBLICA ITALIANA,"PASEO DIOSES AZTECAS U INFO CTM, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF.",CAMPESTRE CHURUBUSCO,COYOACAN,19.34384500007598,-99.13219700008176
PREESCOLAR GENERAL - LEOPOLDO MENDEZ,"CAHITAS S/N, UNIDAD HABITACIONAL CTM CINCO, DELEGACION COYOACAN, MEXICO DF.",CTM V CULHUACAN (U HAB),COYOACAN,19.33104811098409,-99.1165949493712
PREESCOLAR GENERAL - REPUBLICA ARABE UNIDA,"SUR 75 Y 1A CERRADA SUR 77, NUEVA SANTA ANITA, DELEGACION IZTACALCO, MEXICO DF.",VIADUCTO PIEDAD,IZTACALCO,19.400490977575,-99.12744292203
PRIMARIA GENERAL - JOSE MANCISIDOR ORTIZ,"OTE 229 NO 290, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF.",AGRICOLA ORIENTAL I,IZTACALCO,19.39644199981,-99.08082500011
PRIMARIA GENERAL - DR. EDUARDO R. CORONEL,"AV SUR 12 NO 145, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF.",AGRICOLA ORIENTAL VI,IZTACALCO,19.395208000444,-99.0597410002
ESCUELA SECUNDARIA TECNICA 83,"CALLE 6 Y AVENIDA PUEBLA S/N, CUCHILLA AGRICOLA PANTITLAN, DELEGACION IZTACALCO, MEXICO DF.",PANTITLAN V,IZTACALCO,19.40099981649,-99.0600073929
PRIMARIA GENERAL - GREGORIO TORRES QUINTERO,"HOMBRES ILUSTRES NO 101, PUEBLO SANTA CECILIA TEPETLAPA, DELEGACION XOCHIMILCO, MEXICO DF.",SANTA CECILIA TEPETLAPA (PBLO),XOCHIMILCO,19.21593700003,-99.09653199985
ESCUELA SECUNDARIA TECNICA 9,"5 DE FEBRERO Y MOCTEZUMA, ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",ARAGON LA VILLA (ARAGON),GUSTAVO A. MADERO,19.47972600005,-99.11539700003
PRIMARIA GENERAL - MAHATMA GANDHI,"PARQ CENTRAL NTE Y C CAMPESTRE, CAMPESTRE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",CAMPESTRE ARAGON I,GUSTAVO A. MADERO,19.4863737887,-99.07783943029
SECUNDARIA GENERAL - QUAUCALLI,"ARROLLO LA ARMELLA Y DORADILLA S/N ESQUINA PASIONARIA, ASAMBLEA DE BARRIOS, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LUIS DONALDO COLOSIO,GUSTAVO A. MADERO,19.56061713957,-99.14695444651
PREESCOLAR GENERAL - REPUBLICA DE URUGUAY,"CAMELLON EDUARDO MOLINA S/N, VASCO DE QUIROGA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",NUEVA ATZACOALCO III,GUSTAVO A. MADERO,19.49328492579,-99.09211092154
"INTERVENCION TEMPRANA, PREESCOLAR Y PRIMARIA ESPECIAL - CENTRO DE ATENCION MULTIPLE 67","PINOS Y CAMINO VECINAL S/N, PALMATITLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",TLALPEXCO,GUSTAVO A. MADERO,19.54687607275,-99.12630759345
PRIMARIA GENERAL - EJIDO DE ZACATENCO,"AV ACUEDUCTO NO 643, SAN PEDRO ZACATENCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN PEDRO ZACATENCO (PBLO),GUSTAVO A. MADERO,19.50765199978,-99.12271600011
PRIMARIA GENERAL - LEONA VICARIO,"EXPLOSIVOS NO 7, LOMAS DE CHAMIZAL 1A SECC, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.",LOMAS DEL CHAMIZAL,CUAJIMALPA DE MORELOS,19.38828500009069,-99.25899000008988
SECUNDARIA TECNICA INDUSTRIAL - ESCUELA SECUNDARIA TECNICA 61,"CALLE MANUEL ESPERON Y ABEL DOMINGUEZ, EL TEPETATAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",COMPOSITORES MEXICANOS,GUSTAVO A. MADERO,19.56438647394,-99.13885473451
PRIMARIA GENERAL - PROFR. FRANCISCO DE LA MAZA CUADRA,"AV 1543 NO 68, SAN JUAN DE ARAGON 6A SECCION, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JUAN DE ARAGON 6A SECCION (U HAB) II,GUSTAVO A. MADERO,19.46520700007,-99.06450900013
PRIMARIA GENERAL - REPUBLICA ARABE DE EGIPTO,"VILLA INFERIOR Y VILLA GONZALO, DESARROLLO URBANO QUETZALCOATL, DELEGACION IZTAPALAPA, MEXICO DF.",DESARROLLO URBANO QUETZALCOATL  III,IZTAPALAPA,19.32179800006,-99.04043600001
PREESCOLAR GENERAL - GABINO JIMENEZ JIMENEZ,"TECNOLOGIA Y PEÑA ALTA S/N, JAIME TORRES BODET, DELEGACION TLAHUAC, MEXICO DF.",PEA ALTA,TLAHUAC,19.2337217724,-99.00331840365
PREESCOLAR GENERAL - KANTUNIL,"D'ZEMUL Y MANI S/N, PEDREGAL DE SAN NICOLAS, DELEGACION TLAHUAC, MEXICO DF.",PEDREGAL DE SN NICOLAS 4A SECC II,TLALPAN,19.27691274848,-99.23644718956
PREESCOLAR GENERAL - BIK'IT,"AKIL Y YUCALTEPEN, POPULAR SANTA TERESA, DELEGACION TLAHUAC, MEXICO DF.",POPULAR STA TERESA,TLALPAN,19.299743844200002,-99.22283649671
PREESCOLAR GENERAL - YAXCHE,"GITANA ESQ. MORELOS, LA NOPALERA, DELEGACION TLAHUAC, MEXICO DF.",LA NOPALERA,TLAHUAC,19.29842002875,-99.05484573485
PRIMARIA GENERAL - MIGUEL RAMOS ARIZPE,"IGNACIO ALLENDE S/N, GUADALUPE DEL MORAL, DELEGACION IZTAPALAPA, MEXICO DF.",GUADALUPE DEL MORAL,IZTAPALAPA,19.36939364221,-99.07252404443
SECUNDARIA GENERAL - OCTAVIO PAZ,"GUADALUPANA Y CALLE1, LOMAS DE LA ESTANCIA, DELEGACION IZTAPALAPA, MEXICO DF.",LOMAS DE LA ESTANCIA I,IZTAPALAPA,19.34063691027559,-99.00533670333
PRIMARIA GENERAL - REPUBLICA DE GUATEMALA,"IGNACIO COMONFORT S/N, SAN LUCAS, DELEGACION IZTAPALAPA, MEXICO DF.",SAN LUCAS (BARR),IZTAPALAPA,19.35934000044,-99.09617300022
PREESCOLAR GENERAL - LIBERALES DE 1857,"V. GOMEZ FARIAS ESQ. PRESIDENTE JUAREZ, COLONIA LIBERALES DE 1857, DELEGACION ALVARO OBREGON, MEXICO DF.",LIBERALES DE 1857,ALVARO OBREGON,19.39297600916031,-99.21326202093124
PRIMARIA GENERAL - REPUBLICA DE IRAK,"RODOLFO USIGLI Y SUR 101'A', SECTOR POPULAR, DELEGACION IZTAPALAPA, MEXICO DF.",HEROES DE CHURUBUSCO,IZTAPALAPA,19.36360914569,-99.12027281945
PREESCOLAR GENERAL - PEDRO PABLO RUBENS,"TRINIDAD S/N, SAN LORENZO XICOTENCATL, DELEGACION IZTAPALAPA, MEXICO DF.",SAN LORENZO XICOTENCATL (PBLO),IZTAPALAPA,19.3837510001,-99.02736100001
PRIMARIA GENERAL - LEOPOLDO KIEL,"CORONEL LINO MERINO NO.525, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF.",JUAN ESCUTIA II,IZTAPALAPA,19.39053135518,-99.04132704842
PRIMARIA GENERAL - GENOVEVA CORTES,"VILLA ASCASURI Y MANUEL CAÐAS, DESARROLLO URBANO QUETZALCOATL, DELEGACION IZTAPALAPA, MEXICO DF.",DESARROLLO URBANO QUETZALCOATL  I,IZTAPALAPA,19.33475297055,-99.04289001273
SECUNDARIA GENERAL - MAHATMA MOHANDAS GANDHI,"AV MARRUECOS Y LEON TROTSKY, PRIMERO DE MAYO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",PRIMERO DE MAYO,VENUSTIANO CARRANZA,19.44474295874,-99.10185407039
ESCUELA SECUNDARIA TECNICA 52,"CHILPANCINGO SUR S/N, CONJ POPULAR HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF.",ERMITA ZARAGOZA (U HAB) I,IZTAPALAPA,19.36378744154,-98.99847684642
PREESCOLAR GENERAL - XAIRE,"5 DE FEBRERO S/N, AMPLIACION SANTIAGO ACAHUALTEPEC, DELEGACION IZTAPALAPA, MEXICO DF.",SANTA MARTHA ACATITLA_(PBLO),IZTAPALAPA,19.35774799984,-99.00786999996
PRIMARIA GENERAL - PROFR. JOSE ROMERO Y FUENTES,"LAS FLORES NO.37, LOMAS SAN LORENZO, DELEGACION IZTAPALAPA, MEXICO DF.",LOMAS DE SAN LORENZO II,IZTAPALAPA,19.31922194823,-99.06530564102
PRIMARIA GENERAL - CARLOS ENRIQUE NERI GUZMAN,"AV TELECOMUNICACIONES S/N FRENTE 8-9-10, U HAB CHINAMPAC DE JUAREZ, DELEGACION IZTAPALAPA, MEXICO DF.",EJTO CONSTITUCIONALISTA,IZTAPALAPA,19.3831667046,-99.04488916902
PREESCOLAR GENERAL - CIPACTLI,"DR. MARIANO AZUELA NO 138, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF.",SANTA MARIA LA RIBERA II,CUAUHTEMOC,19.44752099975057,-99.1543449998658
PRIMARIA GENERAL - ESTEBAN GARCIA DE ALBA,"JORGE ENCISO NO.1203, HEROES DE CHURUBUSCO, DELEGACION IZTAPALAPA, MEXICO DF.",MEXICALTZINGO (PBLO),IZTAPALAPA,19.35945700012,-99.11981799967
PRIMARIA GENERAL - UNIDAD MODELO,"RET.105 AV.RIO CHURUBUSCO NO.85, UNIDAD MODELO, DELEGACION IZTAPALAPA, MEXICO DF.",MODELO (U),IZTAPALAPA,19.36536155896,-99.12654813293
PRIMARIA GENERAL - NUEVO MILENIO,"GUILLERMO PRIETO S/N, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF.",LA DRAGA,TLAHUAC,19.28190699996,-99.039654
PRIMARIA GENERAL - ARQ. MANUEL TOLSA,"PROLG PELUQUEROS S/N, MICHOACANA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",JANITZIO,VENUSTIANO CARRANZA,19.44654900009,-99.11835699999
PREESCOLAR GENERAL - JOSEFA MURILLO,"BRAVO 83 ESQ. NACIONAL, MORELOS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",MORELOS I,VENUSTIANO CARRANZA,19.43934893237,-99.12184255553
PRIMARIA GENERAL - REPUBLICA DE FRANCIA,"XOCOTITLA NO 14, DEL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF.",DEL GAS,AZCAPOTZALCO,19.46964461886078,-99.15865174871936
PRIMARIA GENERAL - CLUB DE LEONES NUMERO 1,"YAQUIS NO 2, LA RAZA, DELEGACION AZCAPOTZALCO, MEXICO DF.",LA RAZA,AZCAPOTZALCO,19.46409200022177,-99.1482320002734
SECUNDARIA GENERAL - GUILLERMO GONZALEZ CAMARENA,"AV 1525,1527 Y CALLE 414, SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JUAN DE ARAGON 6A SECCION (U HAB) II,GUSTAVO A. MADERO,19.46703413689,-99.06564748233
PRIMARIA GENERAL - DR. JOSE MARIA LUIS MORA,"CUAUHTEMOC S/N, LA PASTORA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",LA PASTORA,GUSTAVO A. MADERO,19.52692000019,-99.13896999995
PRIMARIA GENERAL - PROFR HERMILO ZAVALZA DEL VALLE,"YOBAIN NO 659 Y BOLONCHEN, CULTURA MAYA, DELEGACION TLALPAN, MEXICO DF.",CULTURA MAYA,TLALPAN,19.27760131286,-99.22315896006
PRIMARIA GENERAL - TLAHUAC,"CALLE DE LA TURBA NO 198 B, GRANJAS CABRERA, DELEGACION TLAHUAC, MEXICO DF.",LA PLANTA,IZTAPALAPA,19.29739299994,-99.0626969999
PRIMARIA GENERAL - LOS DERECHOS DE NIÐO,"CALLE 17 NO.25, SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF.",SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA,19.34528992418,-99.03636809311
PREESCOLAR GENERAL - CONTLE PAXQUI,"CALLE PINO S/N, CAMPESTRE EL POTRERO, DELEGACION IZTAPALAPA, MEXICO DF.",CAMPESTRE POTRERO,IZTAPALAPA,19.32988576942,-98.97531799988
PREESCOLAR GENERAL - MIAHUAXOCHITL,"SIMON BOLIVAR S/N, IXTLAHUACAN, DELEGACION IZTAPALAPA, MEXICO DF.",IXTLAHUACAN,IZTAPALAPA,19.34318300022,-98.9975780001
PRIMARIA GENERAL - ING. GUILLERMO GONZALEZ CAMARENA,"CALZ AZCAPOTZALCO LA VILLA NO 66, BARRIO LOS REYES, DELEGACION AZCAPOTZALCO, MEXICO DF.",LOS REYES (BARR),AZCAPOTZALCO,19.48556000005243,-99.18547399994004
PREESCOLAR GENERAL - ALICIA LOPEZ AMADOR,"PLAZUELA DE LOS REYES S/N, PUEBLO LOS REYES, DELEGACION COYOACAN, MEXICO DF.",LOS REYES (PBLO),COYOACAN,19.33652799994382,-99.1535810001269
PRIMARIA GENERAL - PROFR. FAUSTO ARROYO PEREZ,"ATLACOMULCO S/N, GRAL FELIPE BERRIOZABAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",GENERAL FELIPE BERRIOZABAL,GUSTAVO A. MADERO,19.55474514319,-99.12702446346
PREESCOLAR GENERAL - TONANITLA,"CALLE 8 Y RIO TLANEPANTLA, GUADALUPE PROLETARIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",GUADALUPE PROLETARIA (AMPL),GUSTAVO A. MADERO,19.52018700005,-99.1488889999
PRIMARIA GENERAL - EMILIANO ZAPATA,"PROSPERO GARCIA NO 54, SANTA MARIA TOMATLAN, DELEGACION IZTAPALAPA, MEXICO DF.",SANTA MARIA TOMATLAN (PBLO),IZTAPALAPA,19.32455599959,-99.10063499985
SECUNDARIA GENERAL - GERARDO MURILLO,"PROL ARTIFICIOS, COLONIA EL CAPULIN, DELEGACION ALVARO OBREGON, MEXICO DF",EL CAPULIN,ALVARO OBREGON,19.3968100002432,-99.21060400035088
PRIMARIA GENERAL - REFORMA AGRARIA,"HERMANOS WRIGHT NO.75, SAN ANDRES TOMATLAN, DELEGACION IZTAPALAPA, MEXICO DF.",SAN ANDRES TOMATLAN (PBLO),IZTAPALAPA,19.32791000002,-99.10293100001
PRIMARIA GENERAL - I.S.S.S.T.E.,"MANUEL GONZALEZ NO 396, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF.",NONOALCO-TLATELOLCO (U HAB) I,CUAUHTEMOC,19.45622942259123,-99.14499716354064
PRIMARIA GENERAL - PROFRA. VICENTA TRUJILLO,"LERDO NO 246, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF.",GUERRERO I,CUAUHTEMOC,19.450914999981,-99.14137000017476
PRIMARIA GENERAL - 18 DE MARZO,"JOSE MA BUSTILLOS NO 60, ALGARIN, DELEGACION CUAUHTEMOC, MEXICO DF.",ALGARIN,CUAUHTEMOC,19.40520199989593,-99.14164299996676
PREESCOLAR GENERAL - ING. PABLO SALINAS Y DELGADO,"PROLONGACION CIPRES NO 621, DEL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF.",DEL GAS (AMPL),AZCAPOTZALCO,19.46784600009733,-99.15456200005958
PRIMARIA GENERAL - HEROES DE CERRO PRIETO,"CDA DE SOLES S/N, CASAS ALEMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",CERRO PRIETO,GUSTAVO A. MADERO,19.454242685095,-99.09691526063
SECUNDARIA GENERAL - PROFESOR CARLOS BENITEZ DELORME,"RUMANIA NO 701, POSTAL, DELEGACION BENITO JUAREZ, MEXICO DF..",NARVARTE I,BENITO JUAREZ,19.39945899998182,-99.15793399987425
PRIMARIA GENERAL - ESTADO DE COLIMA,"FERNANDO MONTES DE OCA S/N, GUADALUPE DEL MORAL, DELEGACION IZTAPALAPA, MEXICO DF.",GUADALUPE DEL MORAL,IZTAPALAPA,19.37060801516,-99.07600303778
PRIMARIA GENERAL - BANDERA DE MEXICO,"ALFONSO TORO NO.1708, ESCUADRON 201, DELEGACION IZTAPALAPA, MEXICO DF.",ESCUADRON 201,IZTAPALAPA,19.36700301094,-99.11269587181
PRIMARIA GENERAL - PROFR. RAFAEL JIMENEZ,"SUPREMA CORTE DE JUSTICIA S/N, FEDERAL, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",FEDERAL,VENUSTIANO CARRANZA,19.41998403266,-99.08630771207
SECUNDARIA GENERAL -  JUSTO A. ZAMUDIO VARGAS,"1RA CDA DE AQUILES ELORDUY, EL RECREO, DELEGACION AZCAPOTZALCO, MEXICO DF.",DEL RECREO,AZCAPOTZALCO,19.47376092179242,-99.18363675050064
PREESCOLAR GENERAL - TILLOLI,"AV 414-A Y 483 SUPER MANZANA 31, U SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JUAN DE ARAGON 7 SECC (U HAB) II,GUSTAVO A. MADERO,19.4707673241,-99.07484757743
JUAN JACOBO ROUSSEAU,"VOLCAN LANIN Y ACATENANGO S/N, AMPL PROVIDENCIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",PROVIDENCIA (AMPL),GUSTAVO A. MADERO,19.47738426856,-99.07159099873
"LACTANTE, MATERNAL Y PREESCOLAR - CENDI SEP NO 32 CITLALPILYOCAN","MAIZ S/N, JARDINES DEL SUR, DELEGACION XOCHIMILCO, MEXICO DF.",LA CONCHA,XOCHIMILCO,19.254773,-99.11337400013
SECUNDARIA GENERAL - CUAUHTEMOC,"AV HIDALGO NO 21, BARRIO LA ASUNCION, DELEGACION XOCHIMILCO, MEXICO DF.",LA ASUNCION (BARR),XOCHIMILCO,19.26820354917,-99.10226568791
PRIMARIA GENERAL - PROFR. JOSE GUADALUPE AGUILERA,"VAINILLA NO 304, GRANJAS MEXICO, DELEGACION IZTACALCO, MEXICO DF.",GRANJAS MEXICO II,IZTACALCO,19.39883599994,-99.09610299993
PREESCOLAR GENERAL - WALT DISNEY,"SUPER MANZANA 3 RETORNO 21, AVANTE, DELEGACION COYOACAN, MEXICO DF.",AVANTE,COYOACAN,19.33116943272405,-99.1350274595288
PRIMARIA GENERAL - JOSE REVUELTAS,"AV CERRO DEL CHIQUIHUITE S/N, TICOMAN, DELEGACION GUSTAVO A. MADERO, MEXICO DF.",SAN JUAN Y GUADALUPE TICOMAN (BARR),GUSTAVO A. MADERO,19.52041561275,-99.13032904969
PRIMARIA GENERAL - ALFREDO BERNARDO NOBEL,"AV TORRES ELECT Y 3ER ANILLO CIR, UNIDAD HAB LOMAS DE SOTELO, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
SECUNDARIA GENERAL - CARLOS PELLICER,"PROL PLAZUELA REAL DE LOS REYES S/N, PUEBLO LOS REYES, DELEGACION COYOACAN, MEXICO DF.",LOS REYES (PBLO),COYOACAN,19.33584831888424,-99.15370761528295
PRIMARIA GENERAL - FRAY FRANCISCO APARICIO,"LAGO CHALCO NO 57, ANAHUAC I, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
PREESCOLAR GENERAL - PROGRESO,"PROGRESO NO 193, ESCANDON, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
SECUNDARIA GENERAL - MANUEL M. PONCE,"DOROTEO ARANGO S/N, HACIENDA DEL ROSARIO, DELEGACION AZCAPOTZALCO, MEXICO DF.",FRANCISCO VILLA (U HAB),AZCAPOTZALCO,19.49774899992672,-99.20488700023228
SECUNDARIA GENERAL - ROSARIO CASTELLANOS,"CALZ MAESTRO RURAL NO 57, SANTO TOMAS, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
SECUNDARIA GENERAL - FRANCISCO LARROYO,"TELECOMUNICACIONES ESQ EJE 5 F-6 Y F-7, U HAB CHINAMPAC DE JUAREZ, DELEGACION IZTAPALAPA, MEXICO DF.",EJTO CONSTITUCIONALISTA,IZTAPALAPA,19.383878000169,-99.04586000019
PREESCOLAR GENERAL - ANDRES MOLINA ENRIQUEZ,"CALZADA DEL PEÑON Y CANTERIA, TRES MOSQUETEROS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.",TRES MOSQUETEROS,VENUSTIANO CARRANZA,19.4400944446,-99.10680885452
PRIMARIA GENERAL - ESCUELA PRIMARIA,"VILLA FRIA S/N, DESARROLLO URBANO QUETZALCOATL, DELEGACION IZTAPALAPA, MEXICO DF.",DESARROLLO URBANO QUETZALCOATL  III,IZTAPALAPA,19.32175917334,-99.03997323002
PRIMARIA GENERAL - BENITO PEREZ GALDOS,"JACARANDAS NO.1, SAN MIGUEL TEOTONGO, DELEGACION IZTAPALAPA, MEXICO DF.",SAN MIGUEL TEOTONGO III,IZTAPALAPA,19.33972099983,-98.98474000007
PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - ANAHUACALLI,"MITL Y TABARE, ADOLFO RUIZ CORTINES, DELEGACION COYOACAN, MEXICO DF.",ADOLFO RUIZ CORTINES II,COYOACAN,19.31804288499579,-99.15818692574032
PRIMARIA GENERAL - JESUS MASTACHE ROMAN,"VALENTIN GOMEZ FARIAS NO 29, BENITO JUAREZ, DELEGACION IZTACALCO, MEXICO DF.",CAMPAMENTO 2 DE OCTUBRE I,IZTACALCO,19.38315831367,-99.11599828142
PREESCOLAR GENERAL - HERMILO NOVELO,"GUILLERMO PRIETO S/N, BENITO JUAREZ, DELEGACION IZTACALCO, MEXICO DF.",CAMPAMENTO 2 DE OCTUBRE I,IZTACALCO,19.383718711765,-99.1147585031
PREESCOLAR GENERAL - XOCHIPILCO,"CDA. DE MIRASOL S/N, PEDREGAL DE SAN PEDRO MARTIR, DELEGACION TLAHUAC, MEXICO DF.",LOS VOLCANES,TLALPAN,19.267383998411,-99.17504270171
PREESCOLAR GENERAL - HUITZAPIZTLI,"HECELCHAKAN Y CHAPAB S/N, CUCHILLA DE PADIERNA, DELEGACION TLAHUAC, MEXICO DF.",CUCHILLA DE PADIERNA,TLALPAN,19.27560469869,-99.21966090903
PREESCOLAR GENERAL - AJUCHITAN,"MORELOS Y LEONA VICARIO, SANTO TOMAS AJUSCO, DELEGACION TLAHUAC, MEXICO DF.",SANTO TOMAS AJUSCO (PBLO),TLALPAN,19.2176420036,-99.20424500001
PRIMARIA GENERAL - SEBASTIAN LERDO DE TEJADA,"CALLE SIETE NO 39, AMPLIACION MIGUEL HIDALGO, DELEGACION TLALPAN, MEXICO DF.",AMPLIACION MIGUEL HIDALGO 4A SECC,TLALPAN,19.273429540611,-99.21360982469
PRIMARIA GENERAL - ESTADO DE SAN LUIS POTOSI,"ACUEDUCTO Y SN JUAN BOSCO NO 39, HUIPULCO, DELEGACION TLALPAN, MEXICO DF.",SAN LORENZO HUIPULCO,TLALPAN,19.29708799981,-99.14828699999
ATENDER A PREESCOLAR CON PROBLEMAS LEVES EN SU DESARROLLO - CAPEP MIGUEL HIDALGO  2,"PRESA SALINILLAS S/N, POPOTLA, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
SECUNDARIA TECNICA INDUSTRIAL - ESCUELA SECUNDARIA TECNICA 55,"CALLE SUR 28 ENTRE OTE 255 Y 259, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF.",AGRICOLA ORIENTAL VIII,IZTACALCO,19.38464864553,-99.06515232985
PRIMARIA GENERAL - JUAN JOSE MARTINEZ,"SUR 183 NO 1701, GABRIEL RAMOS MILLAN, DELEGACION IZTACALCO, MEXICO DF.",RAMOS MILLAN BRAMADERO II,IZTACALCO,19.39125600027,-99.09111000005
PREESCOLAR GENERAL - ADOLFO LOPEZ MATEOS,"CESAREO CASTRO Y DIEGO GARCIA, RESIDENCIAL MILITAR, DELEGACION MIGUEL HIDALGO, MEXICO DF.",NA,NA,NA,NA
